ProbeID,Accession,Region,Other1,UniGeneID,GeneDescription,SYMBOL,GENENAME
Hsa.36957,H43908,3' UTR,2a,183315,TRANSFORMING GROWTH FACTOR BETA 2 PRECURSOR (Gallus gallus),NA,NA
Hsa.36957,H43908,3' UTR,2a,183315,TRANSFORMING GROWTH FACTOR BETA 2 PRECURSOR (Gallus gallus),NA,NA
Hsa.36957,H43908,3' UTR,2a,183315,TRANSFORMING GROWTH FACTOR BETA 2 PRECURSOR (Gallus gallus),NA,NA
Hsa.11096,T57882,3' UTR,2a,71636,"MYOSIN HEAVY CHAIN, NONMUSCLE TYPE A (Homo sapiens)                                                                                                                                                                                         ",NA,NA
Hsa.11096,T57882,3' UTR,2a,71636,"MYOSIN HEAVY CHAIN, NONMUSCLE TYPE A (Homo sapiens)                                                                                                                                                                                         ",NA,NA
Hsa.10306,T90774,3' UTR,2a,111461,SOX-4 PROTEIN (Homo sapiens),NA,NA
Hsa.43252,H70425,3' UTR,2a,213691,INTERFERON-ALPHA RECEPTOR PRECURSOR (Homo sapiens),NA,NA
Hsa.5821,X57351,gene,1,NA,INTERFERON-INDUCIBLE PROTEIN 1-8D (HUMAN);contains MSR1 repetitive element ;.,IFITM2,interferon induced transmembrane protein 2
Hsa.733,M14200,gene,1,NA,"Human diazepam binding inhibitor (DBI) mRNA, complete cds.                                                                                                                                                                                            ",DBI,"diazepam binding inhibitor, acyl-CoA binding protein"
Hsa.733,M14200,gene,1,NA,"Human diazepam binding inhibitor (DBI) mRNA, complete cds.                                                                                                                                                                                            ",DBI,"diazepam binding inhibitor, acyl-CoA binding protein"
Hsa.2357,T52342,3' UTR,1,72028,Human tra1 mRNA for human homologue of murine tumor rejection antigen gp96.,NA,NA
Hsa.2357,T52342,3' UTR,1,72028,Human tra1 mRNA for human homologue of murine tumor rejection antigen gp96.,NA,NA
Hsa.31,T57780,3' UTR,1,80626,IG LAMBDA CHAIN C REGIONS (HUMAN).,NA,NA
Hsa.31,T57780,3' UTR,1,80626,IG LAMBDA CHAIN C REGIONS (HUMAN).,NA,NA
Hsa.24539,H06970,3' UTR,2a,44769,SERINE/THREONINE-PROTEIN KINASE PAK (Rattus norvegicus),NA,NA
Hsa.22614,R37276,3' UTR,2a,25988,EUKARYOTIC INITIATION FACTOR 4 GAMMA (Homo sapiens),NA,NA
Hsa.22614,R37276,3' UTR,2a,25988,EUKARYOTIC INITIATION FACTOR 4 GAMMA (Homo sapiens),NA,NA
Hsa.6146,Z48950,gene,1,NA,H.sapiens hH3.3B gene for histone H3.3.,NA,NA
Hsa.45604,H88360,3' UTR,2a,252849,"GUANINE NUCLEOTIDE-BINDING PROTEIN G(OLF), ALPHA SUBUNIT (Rattus norvegicus)                                                                                                                                                               ",NA,NA
Hsa.45604,H88360,3' UTR,2a,252849,"GUANINE NUCLEOTIDE-BINDING PROTEIN G(OLF), ALPHA SUBUNIT (Rattus norvegicus)                                                                                                                                                               ",NA,NA
Hsa.19,D12765,gene,1,NA,Human mRNA for E1A-F.,ETV4,ETS variant transcription factor 4
Hsa.644,M19311,gene,1,NA,"Human calmodulin mRNA, complete cds.                                                                                                                                                                                                                  ",CALM2,calmodulin 2
Hsa.21418,R07333,3' UTR,2a,125555,CYCLIC-AMP-DEPENDENT TRANSCRIPTION FACTOR ATF-4 (Homo sapiens),NA,NA
Hsa.18664,T94579,3' UTR,1,119384,"Human chitotriosidase precursor mRNA, complete cds.                                                                                                                                                                                         ",NA,NA
Hsa.25451,R24425,3' UTR,2a,131639,"GUANINE NUCLEOTIDE-BINDING PROTEIN G(OLF), ALPHA SUBUNIT (Rattus norvegicus)                                                                                                                                                               ",NA,NA
Hsa.8831,T49941,3' UTR,1,69828,PUTATIVE INSULIN-LIKE GROWTH FACTOR II ASSOCIATED (HUMAN).,NA,NA
Hsa.10510,T54650,3' UTR,2a,73757,"HLA CLASS I HISTOCOMPATIBILITY ANTIGEN, F ALPHA CHAIN PRECURSOR (Homo sapiens)                                                                                                                                                              ",NA,NA
Hsa.514,D13705,gene,1,NA,"Human mRNA for fatty acids omega-hydroxylase (cytochrome P-450HKV), complete cds.                                                                                                                                                                     ",CYP4A11,cytochrome P450 family 4 subfamily A member 11
Hsa.2663,T57872,3' UTR,1,71615,CYTOCHROME C OXIDASE POLYPEPTIDE VIB (HUMAN).,NA,NA
Hsa.120,D14662,gene,1,NA,"Human mRNA for ORF, complete cds.                                                                                                                                                                                                                     ",PRDX6,peroxiredoxin 6
Hsa.1137,T57686,3' UTR,1,79398,TUBULIN ALPHA-1 CHAIN (HUMAN).,NA,NA
Hsa.2831,X51346,gene,1,NA,Human jun-D mRNA for JUN-D protein.,JUND,"JunD proto-oncogene, AP-1 transcription factor subunit"
Hsa.2015,M77693,gene,1,NA,"Spermidine/spermine N1-acetyltransferase mRNA, complete cds.                                                                                                                                                                                         ",SAT1,spermidine/spermine N1-acetyltransferase 1
Hsa.10305,T55558,3' UTR,2a,73527,MACROPHAGE COLONY STIMULATING FACTOR-1 PRECURSOR (Homo sapiens),NA,NA
Hsa.10305,T55558,3' UTR,2a,73527,MACROPHAGE COLONY STIMULATING FACTOR-1 PRECURSOR (Homo sapiens),NA,NA
Hsa.2244,L38810,gene,1,NA,"Homo sapiens thyroid receptor interactor (TRIP1) mRNA, complete cds.                                                                                                                                                                                 ",PSMC5,"proteasome 26S subunit, ATPase 5"
Hsa.832,T51023,3' UTR,1,75127,HEAT SHOCK PROTEIN HSP 90-BETA (HUMAN).,NA,NA
Hsa.1116,T63133,3' UTR,1,79272,THYMOSIN BETA-10 (HUMAN);.,NA,NA
Hsa.422,T64467,3' UTR,1,80480,P33477 ANNEXIN XI ;.,NA,NA
Hsa.2773,D63874,gene,1,NA,Human mRNA for HMG-1.,HMGB1,high mobility group box 1
Hsa.39141,R93738,3' UTR,2a,197822,GRANULINS PRECURSOR (Cavia porcellus),NA,NA
Hsa.1822,M27539,gene,1,NA,"Human MHC class I HLA-A cell surface antigen mRNA, (HLA-A28,-B40, -Cw3), clone LB45.                                                                                                                                                                 ",HLA-A,"major histocompatibility complex, class I, A"
Hsa.6376,H45526,3' UTR,2a,158086,RHO-RELATED GTP-BINDING PROTEIN RHOG (Homo sapiens),NA,NA
Hsa.6376,H45526,3' UTR,2a,158086,RHO-RELATED GTP-BINDING PROTEIN RHOG (Homo sapiens),NA,NA
Hsa.6376,H45526,3' UTR,2a,158086,RHO-RELATED GTP-BINDING PROTEIN RHOG (Homo sapiens),NA,NA
Hsa.580,Z22572,gene,1,NA,H.sapiens CDEI binding protein mRNA.,APLP2,amyloid beta precursor like protein 2
Hsa.24948,R50864,3' UTR,2a,37564,HETEROGENEOUS NUCLEAR RIBONUCLEOPROTEIN K (Homo sapiens),NA,NA
Hsa.24652,R43309,3' UTR,2a,32758,ZONA PELLUCIDA SPERM-BINDING PROTEIN 2 PRECURSOR (Homo sapiens),NA,NA
Hsa.2463,X83535,gene,1,NA,H.sapiens mRNA for membrane-type matrix metalloproteinase.,MMP14,matrix metallopeptidase 14
Hsa.3003,T57630,3' UTR,1,75459,S34195 RIBOSOMAL PROTEIN L3 -.,NA,NA
Hsa.812,L28010,gene,1,NA,"Homo sapiens HnRNP F protein mRNA, complete cds.                                                                                                                                                                                                      ",HNRNPF,heterogeneous nuclear ribonucleoprotein F
Hsa.8305,T61338,3' UTR,2a,78027,PROHIBITIN (Rattus norvegicus),NA,NA
Hsa.1130,Z24727,gene,1,NA,"H.sapiens tropomyosin isoform mRNA, complete CDS.                                                                                                                                                                                                    ",NA,NA
Hsa.2360,X15822,gene,1,NA,Human COX VIIa-L mRNA for liver-specific cytochrome c oxidase (EC 1.9.3.1.).,COX7A2,cytochrome c oxidase subunit 7A2
Hsa.570,L12168,gene,1,NA,"Homo sapiens adenylyl cyclase-associated protein (CAP) mRNA, complete cds.                                                                                                                                                                            ",CAP1,cyclase associated actin cytoskeleton regulatory protein 1
Hsa.15115,T76972,3' UTR,2a,113741,RNA-BINDING PROTEIN FUS/TLS (Homo sapiens),NA,NA
Hsa.36074,H28452,3' UTR,2a,181783,BRAIN CALCIUM CHANNEL BI-2 PROTEIN (Oryctolagus cuniculus),NA,NA
Hsa.304,L16510,gene,1,NA,"Homo sapiens cathepsin B mRNA, complete cds.                                                                                                                                                                                                          ",CTSB,cathepsin B
Hsa.7498,R21547,3' UTR,2a,130227,TRANS-ACTING TRANSCRIPTIONAL PROTEIN ICP0 (Bovine herpesvirus type 1),NA,NA
Hsa.338,D30655,gene,1,NA,Human mRNA for eukaryotic initiation factor 4AII.,EIF4A2,eukaryotic translation initiation factor 4A2
Hsa.6671,T61632,3' UTR,2a,78126,CASEIN KINASE I HOMOLOG HRR25 (Saccharomyces cerevisiae),NA,NA
Hsa.2846,X02152,gene,1,NA,"Human mRNA for lactate dehydrogenase-A (LDH-A, EC 1.1.1.27).                                                                                                                                                                                         ",LDHA,lactate dehydrogenase A
Hsa.9255,T47424,3' UTR,2a,71094,INSULIN RECEPTOR SUBSTRATE-1 (Homo sapiens),NA,NA
Hsa.915,H50623,3' UTR,1,186767,"HLA CLASS II HISTOCOMPATIBILITY ANTIGEN, DR-7 BETA CHAIN (HUMAN);.                                                                                                                                                                            ",NA,NA
Hsa.9817,T50334,3' UTR,2a,72201,14-3-3-LIKE PROTEIN GF14 OMEGA (Arabidopsis thaliana),NA,NA
Hsa.9817,T50334,3' UTR,2a,72201,14-3-3-LIKE PROTEIN GF14 OMEGA (Arabidopsis thaliana),NA,NA
Hsa.1181,L09159,gene,1,NA,"Homo sapiens RHOA proto-oncogene multi-drug-resistance protein mRNA, 3' end.                                                                                                                                                                         ",RHOA,ras homolog family member A
Hsa.1181,L09159,gene,1,NA,"Homo sapiens RHOA proto-oncogene multi-drug-resistance protein mRNA, 3' end.                                                                                                                                                                         ",RHOA,ras homolog family member A
Hsa.26128,R28281,3' UTR,2a,134714,LOW-DENSITY LIPOPROTEIN RECEPTOR (Bos taurus),NA,NA
Hsa.546,L26339,gene,1,NA,"Human autoantigen mRNA, complete cds.                                                                                                                                                                                                                 ",EDC4,enhancer of mRNA decapping 4
Hsa.991,H15901,3' UTR,1,159433,LYSOSOMAL PROTECTIVE PROTEIN PRECURSOR (HUMAN);.,NA,NA
Hsa.31882,R67075,3' UTR,2a,140771,ZINC FINGER X-CHROMOSOMAL PROTEIN (Mus musculus),NA,NA
Hsa.3922,X75861,gene,1,NA,H.sapiens TEGT gene.,TMBIM6,transmembrane BAX inhibitor motif containing 6
Hsa.41218,X84707,gene,1,NA,H.sapiens MIA gene.,NA,NA
Hsa.2710,X53743,gene,1,NA,H.sapiens mRNA for fibulin-1 C.,FBLN1,fibulin 1
Hsa.307,L22214,gene,1,NA,"Human adenosine A1 receptor (ADORA1) mRNA exons 1-6, complete cds.                                                                                                                                                                                    ",ADORA1,adenosine A1 receptor
Hsa.587,Y00264,gene,1,NA,Human mRNA for amyloid A4 precursor of Alzheimer's disease.,APP,amyloid beta precursor protein
Hsa.2095,T51852,3' UTR,1,75026,VIMENTIN (HUMAN).,NA,NA
Hsa.3547,T70595,3' UTR,1,108329,CYTOCHROME C OXIDASE POLYPEPTIDE VIIC PRECURSOR (HUMAN);.,NA,NA
Hsa.3295,M22806,gene,1,NA,"Human prolyl 4-hydroxylase beta-subunit and disulfide isomerase (P4HB) gene, exon 11, clones 6B-(1,3,5,6).                                                                                                                                           ",NA,NA
Hsa.778,M64445,gene,1,NA,"Human GM-CSF receptor mRNA, complete cds.                                                                                                                                                                                                             ",CSF2RA,colony stimulating factor 2 receptor subunit alpha
Hsa.2014,J03040,gene,1,NA,SPARC PRECURSOR (HUMAN);contains MSR1 repetitive element ;.,SPARC,secreted protein acidic and cysteine rich
Hsa.1190,T74556,3' UTR,1,84680,"ATP SYNTHASE ALPHA CHAIN, MITOCHONDRIAL PRECURSOR (HUMAN);.                                                                                                                                                                                   ",NA,NA
Hsa.4954,H20505,3' UTR,2a,173124,RAC-ALPHA SERINE/THREONINE KINASE (Homo sapiens),NA,NA
Hsa.1939,X17042,gene,1,NA,Human mRNA for hematopoetic proteoglycan core protein.,SRGN,serglycin
Hsa.1939,X17042,gene,1,NA,Human mRNA for hematopoetic proteoglycan core protein.,SRGN,serglycin
Hsa.1939,X17042,gene,1,NA,Human mRNA for hematopoetic proteoglycan core protein.,SRGN,serglycin
Hsa.3150,D31883,gene,1,NA,"Human mRNA (KIAA0059) for ORF (related to actin bundling protein dematn), complete cds.                                                                                                                                                              ",ABLIM1,actin binding LIM protein 1
Hsa.3150,D31883,gene,1,NA,"Human mRNA (KIAA0059) for ORF (related to actin bundling protein dematn), complete cds.                                                                                                                                                              ",ABLIM1,actin binding LIM protein 1
Hsa.568,M62994,gene,1,NA,"Homo sapiens thyroid autoantigen (truncated actin-binding protein) mRNA, complete cds.                                                                                                                                                                ",FLNB,filamin B
Hsa.4992,R42265,3' UTR,2a,30769,PROACTIVATOR POLYPEPTIDE PRECURSOR (Homo sapiens),NA,NA
Hsa.1006,T63591,3' UTR,1,79994,60S ACIDIC RIBOSOMAL PROTEIN P0 (HUMAN);.,NA,NA
Hsa.9277,R62425,3' UTR,2a,36222,ALBUMIN B-32 PROTEIN (Zea mays),NA,NA
Hsa.9817,T50334,3' UTR,2a,72201,14-3-3-LIKE PROTEIN GF14 OMEGA (Arabidopsis thaliana),NA,NA
Hsa.9817,T50334,3' UTR,2a,72201,14-3-3-LIKE PROTEIN GF14 OMEGA (Arabidopsis thaliana),NA,NA
Hsa.21339,R07007,3' UTR,2a,126689,RNA-BINDING PROTEIN FUS/TLS (Homo sapiens),NA,NA
Hsa.100,H48027,3' UTR,1,193650,ATP SYNTHASE LIPID-BINDING PROTEIN P1 PRECURSOR (HUMAN);.,NA,NA
Hsa.8656,T40507,3' UTR,2a,60424,CCAAT-BINDING TRANSCRIPTION FACTOR I SUBUNIT A (Homo sapiens),NA,NA
Hsa.951,M36981,gene,1,NA,"Human putative NDP kinase (nm23-H2S) mRNA, complete cds.                                                                                                                                                                                              ",NME2,NME/NM23 nucleoside diphosphate kinase 2
Hsa.1847,M58297,gene,1,NA,ZINC FINGER PROTEIN 42 (HUMAN);.,MZF1,myeloid zinc finger 1
Hsa.9623,R82938,3' UTR,2a,187134,PLACENTAL CALCIUM-BINDING PROTEIN (Homo sapiens),NA,NA
Hsa.8606,T70063,3' UTR,2a,80947,EUKARYOTIC INITIATION FACTOR 4 GAMMA (Oryctolagus cuniculus),NA,NA
Hsa.692,M76378,gene,1,NA,"Human cysteine-rich protein (CRP) gene, exons 5 and 6.                                                                                                                                                                                                ",NA,NA
Hsa.692,M76378,gene,1,NA,"Human cysteine-rich protein (CRP) gene, exons 5 and 6.                                                                                                                                                                                                ",NA,NA
Hsa.692,M76378,gene,1,NA,"Human cysteine-rich protein (CRP) gene, exons 5 and 6.                                                                                                                                                                                                ",NA,NA
Hsa.918,K01144,gene,1,NA,"Human major histocompatibility class II antigen gamma chain mRNA, complete cds.                                                                                                                                                                       ",CD74,CD74 molecule
Hsa.13102,T79813,3' UTR,2a,114014,CLATHRIN COAT ASSEMBLY PROTEIN AP17 (Rattus norvegicus),NA,NA
Hsa.8177,R16255,3' UTR,2a,53079,SERINE/THREONINE PROTEIN PHOSPHATASE 2B CATALYTIC SUBUNIT 2 (Homo sapiens),NA,NA
Hsa.8147,M63391,gene,1,NA,"Human desmin gene, complete cds.                                                                                                                                                                                                                     ",NA,NA
Hsa.1532,U20982,gene,1,NA,"Human insulin-like growth factor binding protein-4 (IGFBP4) gene, promoter and complete cds.                                                                                                                                                         ",NA,NA
Hsa.41315,U37012,gene,1,NA,"Human cleavage and polyadenylation specificity factor mRNA, complete cds.                                                                                                                                                                           ",CPSF1,cleavage and polyadenylation specific factor 1
